"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
41.1549875887273,0,0,1,15,19,3,3,14,0.43,1,29,2,25,10,20,20,10,15,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,260,7,141,43,24742,2,4,9,122,234,1,366,6,3,2,3,5,9,9,4,3,4,9,6,7,8,7,7,5,4,6,-1,8,20,25,25,12,10,10,20,25,20,15,10,18,18,18,18,5,13,7,9,8,8,8,7,8,8,8,8,7,8,9,8,8,7,7,6,2,2.5,8,20,30,25,12,15,7,8,8,8,7,7,1,3,15,20,20,15,12,18,12,20,20,20,8,20,17,17,17,17,15,17,25,15,20,15,10,15,7,8,8,8,7,7,9,9,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67.8887431153673,1,1,0,16,6,6,2,4,-0.09,0,25,4,15,25,20,15,10,15,0,5,7,7,5,6,6,7,6,2,12,36,9,45,56,26062,2,3,8,160,2,2,144,7,7,8,8,8,7,6,5,2,7,5,5,6,7,5,7,2,2,6,-1,16,25,20,12,12,15,25,19,10,20,6,20,10,25,20,10,20,15,6,9,6,9,9,6,9,8,5,6,8,8,9,8,7,7,7.5,5.5,2,2,17,20,18,16,13,16,7,9,9,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
68.8198170463376,1,1,1,14,20,14,14,14,0.34,0,26,1,30,5,10,20,30,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,132,14,74,60,26019,2,6,4,241,1,1,245,13,6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,8,-1,30,15,20,25,5,5,25,20,15,20,5,15,20,25,25,10,15,5,7,7,8,7,5,7,5,6,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,25,15,17,23,5,10,30,15,15,20,5,15,20,25,20,10,10,15,7,8,8,8,6,7,6,7,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
130.355651449073,1,1,1,9,20,19,12,8,0.47,1,30,2,17.5,17.5,20,12.5,20,12.5,0,2,9,9,9,2,2,3,-1,2,11,175,3,1,1,0,2,8,4,86,1,3,264,2,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,3,-1,95.2,190.5,238.1,190.5,47.6,238.1,100,60,20,90,30,80,166.7,214.3,71.4,214.3,142.9,190.5,40,90,70,90,40,-10,-10,-10,-10,-10,10,7,9,8,6,7,8,7,2,-1,162.8,209.3,232.6,139.5,46.5,209.3,50,90,70,60,30,5,1,2,-10,-10,-10,-10,-10,-10,150,200,225,175,25,225,100,60,20,100,30,60,183.7,163.3,122.4,204.1,163.3,163.3,50,90,90,50,50,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
48.9823662475502,0,1,0,5,10,9,-1,2,-0.28,1,21,2,15,15,25,25,15,5,1,9,9,8,10,7,8,9,7,2,6,180,6,1,1,0,2,1,2,133,1,1,247,6,10,8,8,8,5,3,5,5,6,1,7,1,5,8,7,5,10,1,20,25,25,25,15,5,5,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,8,8,9,9,8,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,8,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,3,-1,-1,-1,-1,-1,-1,40,10,10,20,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,10,10,8,-1,-1,-1,-1,-1,0,0,0,-1,-1,40,20,20,10,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,-1,-1,-1,-1,-1
60.1242774713512,1,0,1,17,14,8,8,8,0.49,1,26,4,15,30,25,20,0,10,0,5,7,7,5,4,4,5,4,2,6,92,10,171,1,15260,4,3,11,46,233,2,109,2,10,10,10,6,3,2,4,2,4,4,8,9,9,8,8,5,4,5,-1,10,25,15,20,15,15,25,20,10,30,10,5,25,10,10,30,10,15,5,8,8,5,8,5,8,6,9,9,5,8,8,8,6,3,7,3,2,0,10,25,10,20,15,20,5,8,5,9,8,4,1,2,10,25,10,25,10,20,10,25,15,20,10,20,20,20,15,25,10,10,25,25,10,25,10,5,5,8,5,9,8,5,9,6,9,9,0,0,0,-1,-1,10,25,15,20,10,20,10,30,10,15,10,25,20,20,10,25,15,10,20,20,15,20,15,10,5,8,5,9,7,6,9,7,9,8
14.4136962682923,0,0,1,14,18,13,13,7,-0.06,0,27,2,30,15,15,20,5,15,0,5,9,8,4,4,4,4,4,2,9,197,10,140,1,0,4,7,8,233,1,1,327,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,-1,15,10,25,25,10,15,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,8,8,8,8,8,7,8,8,8,8,-1,8,5,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15.576202473718,0,1,1,15,18,3,13,9,0.36,1,22,2,8,20,25,25,12,10,1,7,8,8,7,6,6,8,6,2,13,37,9,22,1,0,2,7,3,109,1,1,71,7,4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,-1,45,10,10,30,0,5,35,20,10,20,5,10,20,20,20,20,10,10,7,6,10,7,8,7,6,8,10,7,6,9,8,10,-1,8,6,5,2,3,45,5,10,20,10,10,7,7,9,10,8,7,1,3,50,0,15,30,0,5,50,5,10,25,0,10,40,10,15,20,5,10,30,15,15,20,10,10,7,7,9,10,7,7,6,9,10,7,6,4,0,-1,-1,45,5,15,25,5,5,45,0,15,35,0,5,35,10,15,20,10,10,20,20,20,25,10,5,7,7,8,10,7,7,7,8,10,7
46.2693022315219,0,0,1,4,18,8,-1,3,-0.46,0,22,4,40,8,10,12,10,20,0,8,8,8,7,-1,-1,7,4,2,7,239,12,1,1,0,2,8,8,167,3,4,63,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,10,15,15,20,15,20,15,-1,-1,-1,-1,-1,-1,15,15,20,15,20,15,9,9,9,9,9,-1,-1,-1,-1,-1,3,10,10,3,10,2,3,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1,-1,20,20,15,15,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,10,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55.5393249644701,0,1,1,15,18,17,12,6,-0.03,1,28,2,25,25,25,10,10,5,1,7,8,8,7,8,7,6,5,2,13,34,9,119,65,27230,2,2,11,153,204,1,44,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,-1,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,8,9,4,8,2,2,2,95,1,1,1,1,1,8,10,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
97.0181535199411,0,0,1,7,16,16,16,8,-0.14,0,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,9,8,8,7,6,5,7,4,2,12,45,9,1,1,0,4,5,4,62,110,1,43,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,-1,142.9,163.3,163.3,183.7,183.7,163.3,80,80,70,70,60,60,232.6,162.8,139.5,162.8,139.5,162.8,70,80,90,80,90,-10,-10,-10,-10,-10,2,3,3,2,3,1,1,3,0,2,145.8,166.7,166.7,166.7,187.5,166.7,70,80,80,90,90,2,2,2,-10,-10,-10,-10,-10,-10,145.8,166.7,166.7,187.5,187.5,145.8,80,80,80,70,70,80,219.5,146.3,146.3,170.7,146.3,170.7,70,80,80,90,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
14.1379035783418,0,0,1,14,18,13,13,16,0.5,1,25,4,30,10,15,20,15,10,0,5,9,8,5,5,4,4,6,2,9,197,10,140,1,0,4,7,8,233,1,1,327,2,3,4,5,8,9,9,8,8,5,6,4,9,9,8,9,8,5,5,-1,15,10,25,25,10,15,15,10,25,25,10,15,18,18,19,19,18,18,6,6,6,6,6,8,8,8,8,8,7,7,7,6,5,5,7,5,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8.3378675571838,0,0,1,19,15,1,1,14,0.12,0,30,6,30,0,30,30,10,0,1,8,10,10,2,8,1,8,1,2,9,258,6,175,47,15309,3,1,4,46,1,2,349,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,-1,10,25,25,20,10,10,20,10,20,30,10,10,30,5,10,30,5,20,8,10,10,8,9,9,8,8,10,10,10,9,10,10,10,10,10,10,0,12,8,9,9,9,8,8,8,8,8,10,8,5,3,3,25,10,25,20,10,10,20,15,20,30,5,10,40,10,10,20,10,10,35,10,10,25,10,10,8,7,7,10,9,8,6,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
51.3792817897298,0,0,1,21,22,21,21,11,0.1,0,24,2,20,15,20,20,15,10,0,6,7,6,5,3,3,5,3,2,12,149,7,111,54,25380,4,2,3,269,1,2,177,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,-1,10,20,30,10,10,20,50,10,10,10,10,10,50,10,10,10,10,10,5,6,4,8,9,5,6,8,3,9,5,8,7,5,3,3,5,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,30,20,10,20,5,5,10,20,10,20,10,30,50,10,10,20,5,5,70,5,5,10,5,5,3,3,7,2,7,3,3,8,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9.12974125686611,0,0,1,11,21,12,12,21,0.29,0,22,4,35,40,5,5,7,8,1,8,8,7,8,7,9,8,8,2,6,215,8,206,41,13413,2,8,4,32,99,2,4,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,-1,25,7,25,25,8,10,25,10,15,15,15,20,30,15,10,25,10,10,8,7,8,10,8,7,6,10,9,9,5,6,6,3,3,3,3,3,0,2,25,10,25,25,8,7,8,7,10,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9.24651724341707,0,1,1,14,20,13,13,15,0.42,0,25,4,15,10,25,25,10,15,1,8,8,8,7,7,-1,8,5,2,9,56,4,15,50,25026,2,1,9,31,64,3,61,3,2,6,2,6,7,7,7,1,1,10,3,7,5,6,8,1,1,7,-1,17,18,28,27,5,5,65,0,8,15,0,12,50,5,10,20,5,10,6,9,9,10,7,6,9,10,9,7,6,10,9,5,5,6,6,9,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,2,-1,-1,-1,-1,-1,-1,22,15,20,22,11,10,40,10,10,15,5,20,30,10,10,20,10,20,7,9,10,9,7,6,8,10,9,7,5,1,1,1,1,30,15,25,20,5,5,70,5,5,10,5,5,40,5,10,15,5,25,30,5,15,20,20,10,6,9,10,9,7,6,9,10,8,7
27.7951292796446,0,0,1,15,19,2,2,5,-0.05,1,23,2,25,14,25,25,3,8,1,8,6,8,8,8,7,9,8,2,5,152,2,91,4,15990,2,1,2,80,194,1,33,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,-1,20,30,20,20,0,10,50,0,10,15,15,10,50,0,10,15,15,10,8,10,9,7,5,8,10,9,7,7,8,10,10,8,-1,-1,9,9,2,7,10,50,10,15,0,15,9,10,9,10,7,7,1,2,20,40,10,20,0,10,10,50,15,15,0,10,25,5,15,25,15,15,40,0,10,30,0,20,8,10,8,10,6,8,10,8,10,6,0,3,0,-1,-1,10,50,20,20,0,0,30,40,10,20,0,0,60,10,10,10,0,10,60,10,5,15,0,10,8,10,8,10,6,8,8,7,8,4
11.6962982739202,0,0,1,15,19,16,16,10,0.34,0,24,3,20,10,20,20,10,20,1,6,8,8,8,8,7,7,10,2,7,79,10,16,58,25890,2,9,7,67,1,3,344,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,8,-1,20,20,20,20,20,0,25,15,15,10,20,15,20,20,10,20,20,10,8,8,9,8,9,7,8,8,10,10,3,3,3,3,3,3,1,4,2,10,20,20,20,20,20,20,7,7,8,8,9,7,1,3,30,10,10,20,10,20,20,20,20,20,10,10,40,20,20,20,0,0,40,10,10,20,10,10,7,7,8,9,8,7,9,8,9,9,0,1,0,-1,-1,30,10,10,10,10,30,40,10,10,5,5,30,20,10,20,15,15,20,20,10,10,10,25,25,8,7,8,9,8,7,8,10,8,8
23.1074829763861,0,0,1,17,14,3,3,2,0.33,0,25,2,50,5,5,5,5,30,0,8,10,10,7,9,5,7,6,2,14,190,16,133,10,19525,6,3,4,164,21,3,357,6,3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5,-1,20,20,20,20,10,10,30,10,20,20,10,10,35,10,10,35,5,5,8,6,7,8,5,8,6,8,6,7,4,5,6,4,4,1,2,5,2,3,25,20,20,20,5,10,7,7,7,6,5,6,1,2,20,10,20,25,10,15,20,20,20,25,5,10,25,15,20,25,5,10,25,5,20,25,5,20,7,7,7,8,6,7,7,7,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17.8884839392434,0,1,1,15,18,15,8,8,0.12,0,26,2,15,20,15,30,10,10,0,2,8,9,4,10,3,4,2,2,13,174,3,202,1,13046,4,1,2,116,1,2,138,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,-1,25,20,15,25,10,5,10,25,10,20,10,25,25,20,10,20,10,15,6,8,7,10,9,7,10,10,8,9,6,8,6,5,6,5,5,5,2,1,25,15,10,20,5,25,7,9,10,8,9,7,1,3,30,15,10,20,5,20,15,25,20,15,15,10,30,15,10,20,5,20,30,20,10,20,5,15,6,7,10,7,9,6,8,10,6,9,0,0,0,-1,-1,20,25,20,15,15,5,25,10,10,20,10,25,25,20,5,20,15,15,30,15,15,20,10,10,6,8,9,7,8,6,8,9,6,7
28.35589267794,0,1,1,19,15,4,11,10,0,0,27,3,16,19,16,17,15,17,1,8,6,6,7,7,-1,7,5,2,4,225,14,221,1,0,4,1,2,189,1,5,246,13,10,10,7,7,4,4,3,3,6,7,10,8,8,7,7,10,6,10,-1,30,10,10,30,10,10,30,20,10,30,5,5,25,25,10,20,10,10,7,7,8,8,8,7,9,9,8,9,6,10,10,8,7,10,7,5,0,1,10,7,7,10,7,10,7,7,7,9,2,8,3,3,30,15,15,30,5,5,30,15,15,30,5,5,25,15,10,20,10,20,20,20,10,20,15,15,7,7,8,8,8,7,8,7,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
69.3110925152603,1,0,0,16,8,4,4,3,0.29,1,28,2,16,25,20,12,12,15,0,7,8,9,6,9,6,5,3,2,12,239,12,9,29,25000,2,0,2,66,50,1,315,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,5,-1,5,30,20,10,5,30,50,5,10,20,5,10,50,10,5,10,5,20,9,8,5,9,3,8,8,9,3,8,3.5,5,7.5,2,8,5,4,8,2,3,20,20,20,10,5,25,8,8,8,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56.5589172190573,1,0,1,21,22,10,10,12,0.16,0,27,1,40,20,20,20,0,0,1,9,7,8,7,7,5,8,3,2,7,203,7,204,1,9811,2,8,6,113,14,3,360,16,10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6,-1,20,20,20,15,10,15,25,10,15,25,15,10,30,15,20,15,5,15,8,10,8,10,8,8,10,10,8,10,3,5,6,5,4,-1,10,6,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,25,25,25,10,5,10,25,25,25,10,5,10,30,15,15,15,10,5,40,15,15,15,5,10,8,10,10,7,8,8,10,10,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129.528438083539,1,1,1,9,20,6,8,19,0.17,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,0,6,10,9,8,10,9,9,9,2,14,132,14,1,1,0,3,1,2,127,152,3,164,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,-1,186,209.3,232.6,232.6,23.3,116.3,90,30,40,90,80,80,181.8,113.6,159.1,181.8,204.5,159.1,80,80,80,90,30,-10,-10,-10,-10,-10,6,8,8,8,4,6,8,6,2,-1,184.2,210.5,210.5,157.9,105.3,131.6,70,80,70,80,50,5,1,1,-10,-10,-10,-10,-10,-10,184.2,210.5,210.5,184.2,105.3,105.3,90,60,60,80,70,70,155.6,155.6,177.8,177.8,177.8,155.6,70,70,80,80,60,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
50.0723614696173,0,1,1,4,18,10,-1,9,0,1,22,2,15,20,20,20,15,10,1,6,7,6,7,4,6,7,6,2,16,51,11,1,1,0,2,2,7,54,1,4,287,2,9,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2,6,18,30,10,30,20,10,0,-1,-1,-1,-1,-1,-1,10,30,20,30,10,0,8,5,7,10,9,-1,-1,-1,-1,-1,4,5,6,6,6,6,5,6,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,3,-1,-1,-1,-1,-1,-1,50,20,0,30,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,6,7,-1,-1,-1,-1,-1,1,1,1,-1,-1,50,10,20,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,9,8,9,-1,-1,-1,-1,-1
45.2727991584335,0,0,1,4,18,9,-1,16,0.72,1,21,2,19,24,21,23,5,8,1,9,9,9,9,9,8.5,8,8,2,7,239,12,1,1,0,2,8,11,162,1,2,318,9,10,5,10,8,7,7,8,4,9,9,6,7,10,9,10,7,9,4,10,15,15,20,15,15,20,-1,-1,-1,-1,-1,-1,15,15,20,15,15,20,9,9,9,9,9,-1,-1,-1,-1,-1,8,10,8,9,8,8,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,-1,-1,-1,-1,-1,-1,25,15,20,25,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,-1,-1,-1,-1,-1,0,1,0,-1,-1,50,15,20,15,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,9,10,10,-1,-1,-1,-1,-1
137.262389171043,1,0,1,9,20,15,15,15,0.22,0,23,2,25.64,17.95,15.38,20.51,10.26,10.26,1,8,7,8,8,7,6,8,7,2,9,157,11,1,1,0,1,2,2,178,229,3,41,7,9,7,7,9,10,10,10,5,8,8,5,7,9,10,10,9,8,5,-1,115.4,134.6,192.3,192.3,192.3,173.1,90,70,60,80,70,70,232.6,162.8,139.5,162.8,139.5,162.8,90,100,100,100,100,-10,-10,-10,-10,-10,9,9,9,9,9,9,9,5,2,-1,125,178.6,178.6,178.6,178.6,160.7,90,100,100,100,100,5,1,2,-10,-10,-10,-10,-10,-10,125,178.6,178.6,178.6,178.6,160.7,90,70,50,70,60,70,200,180,160,160,140,160,100,100,100,100,100,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
79.0115834553826,1,1,1,15,18,5,14,10,0.35,1,24,2,20,10,20,35,5,10,1,7,7,6,6,8,7,6,5,2,15,35,9,205,1,0,2,1,2,86,1,1,73,7,10,1,4,8,8,8,8,2,5,5,1,8,8,10,10,7,3,9,-1,35,0,25,20,0,20,30,10,20,20,0,20,25,10,30,10,0,25,8,5,7,10,5,8,7,10,5,6,2,5,6,5,5,-1,4,6,2,6,55,0,20,20,0,5,8,5,10,7,5,2,3,3,70,0,10,20,0,0,50,0,25,20,0,5,30,10,20,25,0,15,20,20,20,20,0,20,8,5,10,7,5,8,7,10,5,6,1,0,0,-1,-1,60,0,20,20,0,0,70,0,10,20,0,0,30,10,20,20,0,20,20,20,20,20,0,20,8,2,10,8,5,8,5,10,6,7
21.2439369908064,0,0,1,19,15,6,6,13,0.26,0,30,2,25,25,25,25,0,0,1,9,8,9,8,8,7,8,8,2,9,125,14,208,47,21645,6,5,3,74,259,3,269,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,-1,15,25,15,15,15,15,25,15,15,15,20,10,30,15,20,15,10,10,8,9,6,8,8,8,9,8,7,8,5,7,7,6,6,4,7,6,0,2,6,8,7,7,7,4,8,9,7,7,6,5,3,3,10,20,30,15,15,10,15,25,15,20,15,10,20,25,15,10,20,10,30,15,15,20,10,10,8,9,8,7,8,7,8,8,8,8,2,2,1,1,1,15,20,20,15,15,15,15,20,20,15,15,15,20,20,15,15,20,10,30,15,15,20,10,10,9,9,8,7,9,7,8,8,7,8
26.6797212616517,0,0,1,21,22,11,11,21,0.48,1,22,4,20,5,25,25,5,20,0,7,9,9,9,9,5,8,6,2,9,183,5,38,63,26908,4,9,7,138,241,4,240,4,4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,-1,15,20,25,20,10,10,30,10,15,20,15,10,35,10,15,20,10,10,5,9,7,8,7,5,9,9,7,7,6,6,7,7,7,5,5,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,3,20,25,25,15,10,5,20,20,20,15,15,10,25,15,15,20,10,15,25,15,15,20,10,15,6,10,8,8,8,5,9,8,7,8,2,3,1,1,1,15,15,20,15,20,15,20,20,20,15,15,10,30,10,10,20,10,20,35,10,15,20,10,10,6,9,8,8,8,6,9,8,7,9
